"unique_id","high_booking"
1,0.0481893420219421
2,0.0475894808769226
3,0.0644932389259338
4,0.02655428647995
5,0.0457696914672852
6,0.182648539543152
7,0.0336023569107056
8,0.142929553985596
9,0.0555793046951294
10,0.064119279384613
11,0.13776433467865
12,0.324904382228851
13,0.0282652378082275
14,0.0378727912902832
15,0.0482513308525085
16,0.0708808302879333
17,0.0410248637199402
18,0.0540717840194702
19,0.0929404497146606
20,0.0711483359336853
21,0.0574079751968384
22,0.0781568288803101
23,0.217646539211273
24,0.0863826274871826
25,0.0617743730545044
26,0.0419878959655762
27,0.0755301713943481
28,0.0731483697891235
29,0.0580029487609863
30,0.0558546185493469
31,0.250185370445251
32,0.0488175749778748
33,0.0725466012954712
34,0.0578560829162598
35,0.0502380728721619
36,0.0637294054031372
37,0.132982552051544
38,0.113797187805176
39,0.161347627639771
40,0.0932660102844238
41,0.0345554351806641
42,0.0363579392433167
43,0.0888026356697083
44,0.0800265073776245
45,0.0617168545722961
46,0.0552771687507629
47,0.0610206127166748
48,0.12270849943161
49,0.206931591033936
50,0.0958892703056335
51,0.0435262322425842
52,0.0566450953483582
53,0.0310029983520508
54,0.0258378982543945
55,0.0278366208076477
56,0.0430070161819458
57,0.0913083553314209
58,0.157456040382385
59,0.0404052734375
60,0.16750967502594
61,0.0692577958106995
62,0.0396766662597656
63,0.184506058692932
64,0.0768066644668579
65,0.0817198157310486
66,0.0249236822128296
67,0.0411639809608459
68,0.054415762424469
69,0.0943611860275269
70,0.11601197719574
71,0.0277463793754578
72,0.142259180545807
73,0.0427768230438232
74,0.249190151691437
75,0.0229518413543701
76,0.0331241488456726
77,0.0845987200737
78,0.0400318503379822
79,0.0420366525650024
80,0.0660354495048523
81,0.104999840259552
82,0.0344365239143372
83,0.117389261722565
84,0.0766524076461792
85,0.283686459064484
86,0.0343235731124878
87,0.0600628852844238
88,0.64149397611618
89,0.0554454326629639
90,0.0996045470237732
91,0.0533440709114075
92,0.253747940063477
93,0.0357794165611267
94,0.0758118629455566
95,0.0756609439849854
96,0.115105748176575
97,0.162259161472321
98,0.0966371297836304
99,0.0487104654312134
100,0.0520349740982056
101,0.0380356907844543
102,0.468462765216827
103,0.0285342335700989
104,0.0708785653114319
105,0.0756704211235046
106,0.124152898788452
107,0.157103419303894
108,0.102621912956238
109,0.0660160183906555
110,0.0865266919136047
111,0.125959515571594
112,0.0602929592132568
113,0.0529283881187439
114,0.0315994620323181
115,0.271737515926361
116,0.0774246454238892
117,0.0568694472312927
118,0.328164577484131
119,0.107086777687073
120,0.647851526737213
121,0.0849446654319763
122,0.0394933223724365
123,0.139666676521301
124,0.0437124371528625
125,0.560449451208115
126,0.111769199371338
127,0.0488888621330261
128,0.172553956508636
129,0.128398001194
130,0.0995504260063171
131,0.0849948525428772
132,0.0434391498565674
133,0.105403125286102
134,0.22663938999176
135,0.0402410626411438
136,0.102583110332489
137,0.128012955188751
138,0.0985258817672729
139,0.191495299339294
140,0.0923784971237183
141,0.176346719264984
142,0.197680056095123
143,0.0527133345603943
144,0.0521235466003418
145,0.0588709115982056
146,0.153052628040314
147,0.0480281114578247
148,0.14248138666153
149,0.0889120697975159
150,0.247161448001862
151,0.0957905650138855
152,0.121818065643311
153,0.0993932485580444
154,0.229793548583984
155,0.0753644704818726
156,0.223435938358307
157,0.142042934894562
158,0.0901350975036621
159,0.104430377483368
160,0.070572555065155
161,0.155111312866211
162,0.0386734008789062
163,0.0387721061706543
164,0.12271648645401
165,0.139009416103363
166,0.394433200359344
167,0.797465473413467
168,0.312597692012787
169,0.0363776683807373
170,0.0954257845878601
171,0.301064670085907
172,0.0480842590332031
173,0.0456113219261169
174,0.062878429889679
175,0.0745754241943359
176,0.0539980530738831
177,0.0738187432289124
178,0.0731703639030457
179,0.0461336374282837
180,0.0827993750572205
181,0.286267518997192
182,0.0907720327377319
183,0.0793581008911133
184,0.169477343559265
185,0.0475854873657227
186,0.0595716238021851
187,0.108817994594574
188,0.22782301902771
189,0.131807863712311
190,0.124152898788452
191,0.102404236793518
192,0.0610018968582153
193,0.0437188744544983
194,0.0315736532211304
195,0.112047851085663
196,0.0490813255310059
197,0.468462765216827
198,0.312597692012787
199,0.116608142852783
200,0.322625041007996
201,0.124167621135712
202,0.0591692328453064
203,0.0864419341087341
204,0.0510439872741699
205,0.0386734008789062
206,0.0727104544639587
207,0.0849948525428772
208,0.107440292835236
209,0.0911189913749695
